Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
815,a,a,590,1,1900,1,40,2014,"Jan,Apr,Jul,Oct"
816,c,c,460,NULL,NULL,0,NULL,NULL,NULL
817,a,a,140,3,2006,0,NULL,NULL,NULL
818,d,a,490,NULL,NULL,1,35,2010,"Mar,Jun,Sept,Dec"
819,a,c,720,10,2014,0,NULL,NULL,NULL
820,a,c,1650,NULL,NULL,1,40,2014,"Jan,Apr,Jul,Oct"
821,a,a,1700,9,2009,0,NULL,NULL,NULL
822,a,c,410,11,2010,1,48,2010,"Mar,Jun,Sept,Dec"
823,a,c,16210,11,2010,0,NULL,NULL,NULL
824,a,a,17570,NULL,NULL,0,NULL,NULL,NULL
825,a,a,380,5,2011,1,40,2014,"Jan,Apr,Jul,Oct"
826,a,c,7980,6,2005,0,NULL,NULL,NULL
827,a,c,250,1,2005,0,NULL,NULL,NULL
828,d,c,3290,12,2014,0,NULL,NULL,NULL
829,c,a,110,NULL,NULL,0,NULL,NULL,NULL
830,a,c,6320,NULL,NULL,1,5,2011,"Jan,Apr,Jul,Oct"
831,a,a,800,6,2007,0,NULL,NULL,NULL
832,d,a,5070,NULL,NULL,1,45,2009,"Feb,May,Aug,Nov"
833,d,c,3290,12,1999,1,35,2010,"Mar,Jun,Sept,Dec"
834,a,a,3470,3,2012,0,NULL,NULL,NULL
835,a,a,2890,12,2007,1,10,2014,"Mar,Jun,Sept,Dec"
836,a,a,2720,9,2012,0,NULL,NULL,NULL
837,a,c,14600,4,2015,0,NULL,NULL,NULL
838,d,c,6890,NULL,NULL,1,48,2011,"Mar,Jun,Sept,Dec"
839,c,a,240,1,2015,0,NULL,NULL,NULL
840,a,a,1070,9,2009,0,NULL,NULL,NULL
841,a,a,27650,8,2004,0,NULL,NULL,NULL
842,d,c,1200,11,2007,0,NULL,NULL,NULL
843,c,a,60,4,2006,0,NULL,NULL,NULL
844,a,a,2030,9,2012,1,18,2011,"Feb,May,Aug,Nov"
845,d,a,7860,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
846,a,c,8860,4,2004,1,37,2009,"Jan,Apr,Jul,Oct"
847,c,c,190,NULL,NULL,1,31,2013,"Feb,May,Aug,Nov"
848,a,c,370,7,2007,1,14,2011,"Jan,Apr,Jul,Oct"
849,c,c,5000,NULL,NULL,0,NULL,NULL,NULL
850,d,a,1120,5,2007,1,31,2013,"Jan,Apr,Jul,Oct"
851,d,c,2330,NULL,NULL,1,49,2014,"Mar,Jun,Sept,Dec"
852,c,a,940,4,2004,1,14,2011,"Jan,Apr,Jul,Oct"
853,a,a,14040,NULL,NULL,0,NULL,NULL,NULL
854,c,a,4770,NULL,NULL,1,13,2010,"Jan,Apr,Jul,Oct"
855,a,a,3440,NULL,NULL,1,45,2009,"Feb,May,Aug,Nov"
856,a,a,3020,2,2010,0,NULL,NULL,NULL
857,c,a,6270,8,2005,1,23,2014,"Mar,Jun,Sept,Dec"
858,a,a,3370,12,2008,1,40,2014,"Jan,Apr,Jul,Oct"
859,c,a,21770,7,2015,0,NULL,NULL,NULL
860,c,c,5980,2,2010,0,NULL,NULL,NULL
861,c,c,740,NULL,NULL,1,14,2013,"Mar,Jun,Sept,Dec"
862,a,c,2840,3,2010,1,14,2011,"Jan,Apr,Jul,Oct"
863,a,c,21370,11,2010,0,NULL,NULL,NULL
864,a,a,1020,10,2012,1,45,2009,"Feb,May,Aug,Nov"
865,d,c,2640,NULL,NULL,0,NULL,NULL,NULL
866,d,a,9680,NULL,NULL,1,5,2013,"Feb,May,Aug,Nov"
867,d,c,21810,9,2012,0,NULL,NULL,NULL
868,d,c,1360,8,2005,1,10,2014,"Jan,Apr,Jul,Oct"
869,c,a,230,10,2001,1,14,2011,"Jan,Apr,Jul,Oct"
870,a,a,780,4,2009,0,NULL,NULL,NULL
871,d,c,10620,NULL,NULL,0,NULL,NULL,NULL
872,a,c,3860,9,2014,1,23,2015,"Mar,Jun,Sept,Dec"
873,a,a,2040,11,2008,0,NULL,NULL,NULL
874,a,a,3210,NULL,NULL,0,NULL,NULL,NULL
875,d,a,5070,11,2007,1,18,2015,"Feb,May,Aug,Nov"
876,a,a,21790,4,2005,1,18,2015,"Feb,May,Aug,Nov"
877,a,c,29190,NULL,NULL,0,NULL,NULL,NULL
878,d,c,1100,12,2014,0,NULL,NULL,NULL
879,d,a,NULL,NULL,NULL,1,5,2013,"Feb,May,Aug,Nov"
880,a,c,4570,NULL,NULL,0,NULL,NULL,NULL
881,a,a,180,3,2008,1,31,2013,"Feb,May,Aug,Nov"
882,a,a,30,4,2013,0,NULL,NULL,NULL
883,a,a,3200,6,2005,0,NULL,NULL,NULL
884,d,c,7550,NULL,NULL,0,NULL,NULL,NULL
885,a,a,480,12,2005,0,NULL,NULL,NULL
886,a,c,12430,10,2004,0,NULL,NULL,NULL
887,d,a,19700,NULL,NULL,1,37,2009,"Jan,Apr,Jul,Oct"
888,d,a,4450,6,2012,1,35,2012,"Mar,Jun,Sept,Dec"
889,d,a,18670,12,2005,0,NULL,NULL,NULL
890,a,a,4450,NULL,NULL,1,14,2011,"Jan,Apr,Jul,Oct"
891,a,c,350,NULL,NULL,1,31,2013,"Feb,May,Aug,Nov"
892,a,a,19370,4,2002,0,NULL,NULL,NULL
893,a,a,130,NULL,NULL,1,1,2013,"Jan,Apr,Jul,Oct"
894,a,a,190,11,2012,0,NULL,NULL,NULL
895,a,c,4150,NULL,NULL,0,NULL,NULL,NULL
896,a,c,170,9,2012,0,NULL,NULL,NULL
897,c,c,3290,1,2007,1,5,2013,"Feb,May,Aug,Nov"
898,a,a,18540,NULL,NULL,0,NULL,NULL,NULL
899,d,a,2590,NULL,NULL,1,13,2010,"Jan,Apr,Jul,Oct"
900,a,a,3920,4,2005,1,40,2014,"Jan,Apr,Jul,Oct"
901,a,c,3170,4,2014,0,NULL,NULL,NULL
902,a,a,310,5,2015,1,40,2014,"Jan,Apr,Jul,Oct"
903,d,c,7290,9,2014,0,NULL,NULL,NULL
904,d,c,570,7,2013,1,14,2011,"Jan,Apr,Jul,Oct"
905,a,a,90,6,2014,0,NULL,NULL,NULL
906,a,a,90,7,2010,0,NULL,NULL,NULL
907,a,c,250,NULL,NULL,0,NULL,NULL,NULL
908,a,a,1980,7,2010,1,37,2009,"Jan,Apr,Jul,Oct"
909,a,c,1680,NULL,NULL,1,45,2009,"Feb,May,Aug,Nov"
910,d,c,12480,NULL,NULL,1,1,2013,"Jan,Apr,Jul,Oct"
911,a,c,16490,NULL,NULL,0,NULL,NULL,NULL
912,c,c,3100,5,2010,0,NULL,NULL,NULL
913,a,a,280,NULL,NULL,0,NULL,NULL,NULL
914,c,c,2640,4,2011,1,22,2012,"Mar,Jun,Sept,Dec"
915,d,c,650,3,2013,1,40,2014,"Jan,Apr,Jul,Oct"
916,a,a,90,11,2012,0,NULL,NULL,NULL
917,a,a,7240,2,2010,0,NULL,NULL,NULL
918,a,c,18710,4,2015,0,NULL,NULL,NULL
919,a,a,2620,NULL,NULL,1,45,2009,"Feb,May,Aug,Nov"
920,a,a,850,2,2012,1,40,2014,"Jan,Apr,Jul,Oct"
921,a,a,840,9,2006,0,NULL,NULL,NULL
922,d,a,2110,3,2006,0,NULL,NULL,NULL
923,a,a,280,9,2008,0,NULL,NULL,NULL
924,a,a,6420,4,2011,1,1,2012,"Jan,Apr,Jul,Oct"
925,c,a,470,3,2007,1,1,2012,"Jan,Apr,Jul,Oct"
926,d,c,5150,3,2011,1,13,2010,"Jan,Apr,Jul,Oct"
927,a,a,480,NULL,NULL,0,NULL,NULL,NULL
928,d,c,1090,NULL,NULL,1,31,2013,"Feb,May,Aug,Nov"
929,a,c,4820,9,2013,0,NULL,NULL,NULL
930,a,a,70,NULL,NULL,0,NULL,NULL,NULL
931,a,c,1480,9,2011,1,1,2012,"Jan,Apr,Jul,Oct"
932,a,a,15700,NULL,NULL,1,13,2010,"Jan,Apr,Jul,Oct"
933,a,c,6270,2,2005,0,NULL,NULL,NULL
934,a,c,5460,NULL,NULL,1,14,2011,"Jan,Apr,Jul,Oct"
935,a,c,22350,6,2010,0,NULL,NULL,NULL
936,a,a,580,2,2008,0,NULL,NULL,NULL
937,d,a,2810,NULL,NULL,1,10,2014,"Jan,Apr,Jul,Oct"
938,a,a,2820,9,2009,0,NULL,NULL,NULL
939,d,a,1340,NULL,NULL,0,NULL,NULL,NULL
940,d,c,6470,9,2012,0,NULL,NULL,NULL
941,a,a,1200,12,2011,1,31,2013,"Jan,Apr,Jul,Oct"
942,d,c,6860,NULL,NULL,1,18,2011,"Jan,Apr,Jul,Oct"
943,d,c,18020,NULL,NULL,0,NULL,NULL,NULL
944,c,a,1670,7,2015,0,NULL,NULL,NULL
945,a,c,12480,3,2011,0,NULL,NULL,NULL
946,a,a,2220,12,2011,1,14,2015,"Jan,Apr,Jul,Oct"
947,a,a,460,3,2014,1,13,2010,"Jan,Apr,Jul,Oct"
948,b,b,1430,NULL,NULL,0,NULL,NULL,NULL
949,a,a,870,3,2006,0,NULL,NULL,NULL
950,a,a,8460,11,1994,0,NULL,NULL,NULL
951,d,c,710,NULL,NULL,1,40,2011,"Jan,Apr,Jul,Oct"
952,d,c,6300,10,2013,0,NULL,NULL,NULL
953,a,a,19830,4,2006,1,22,2011,"Mar,Jun,Sept,Dec"
954,a,a,390,2,2013,1,10,2014,"Jan,Apr,Jul,Oct"
955,d,c,1690,7,2009,1,36,2013,"Mar,Jun,Sept,Dec"
956,a,a,2330,10,2014,1,18,2011,"Feb,May,Aug,Nov"
957,d,c,1420,11,2012,0,NULL,NULL,NULL
958,a,a,440,11,2013,0,NULL,NULL,NULL
959,a,c,1060,12,2005,0,NULL,NULL,NULL
960,d,a,8990,NULL,NULL,1,31,2009,"Feb,May,Aug,Nov"
961,d,c,9430,NULL,NULL,0,NULL,NULL,NULL
962,c,a,260,NULL,NULL,0,NULL,NULL,NULL
963,a,c,23620,11,2013,0,NULL,NULL,NULL
964,a,a,270,NULL,NULL,1,5,2013,"Feb,May,Aug,Nov"
965,a,c,110,NULL,NULL,0,NULL,NULL,NULL
966,a,a,760,2,2008,0,NULL,NULL,NULL
967,a,c,3560,9,2013,1,36,2013,"Jan,Apr,Jul,Oct"
968,c,a,1190,NULL,NULL,0,NULL,NULL,NULL
969,a,c,600,11,1999,1,10,2013,"Jan,Apr,Jul,Oct"
970,a,a,910,12,2014,1,37,2009,"Jan,Apr,Jul,Oct"
971,c,a,1140,5,2011,1,14,2012,"Mar,Jun,Sept,Dec"
972,a,a,14960,NULL,NULL,0,NULL,NULL,NULL
973,d,c,330,NULL,NULL,1,28,2012,"Jan,Apr,Jul,Oct"
974,a,a,150,3,2011,1,40,2014,"Jan,Apr,Jul,Oct"
975,a,c,9630,NULL,NULL,1,14,2011,"Jan,Apr,Jul,Oct"
976,a,a,4180,NULL,NULL,0,NULL,NULL,NULL
977,a,a,520,9,2005,1,13,2010,"Jan,Apr,Jul,Oct"
978,c,c,3890,NULL,NULL,0,NULL,NULL,NULL
979,a,c,2270,11,2005,1,14,2011,"Jan,Apr,Jul,Oct"
980,a,a,4420,9,2005,0,NULL,NULL,NULL
981,d,c,2620,11,2002,0,NULL,NULL,NULL
982,d,a,21930,NULL,NULL,0,NULL,NULL,NULL
983,a,a,40,3,2014,1,1,2014,"Jan,Apr,Jul,Oct"
984,c,a,440,NULL,NULL,1,1,2013,"Jan,Apr,Jul,Oct"
985,c,c,490,5,2007,1,13,2010,"Jan,Apr,Jul,Oct"
986,a,a,620,10,2014,1,18,2014,"Feb,May,Aug,Nov"
987,c,a,1690,6,2007,0,NULL,NULL,NULL
988,a,a,30,11,2012,0,NULL,NULL,NULL
989,a,a,1640,6,2006,1,40,2011,"Jan,Apr,Jul,Oct"
990,d,a,20930,NULL,NULL,0,NULL,NULL,NULL
991,a,a,1010,NULL,NULL,0,NULL,NULL,NULL
992,a,a,2480,7,1990,0,NULL,NULL,NULL
993,d,c,3460,10,2013,1,10,2014,"Jan,Apr,Jul,Oct"
994,a,a,2290,7,2011,1,1,2012,"Jan,Apr,Jul,Oct"
995,d,a,6560,12,2013,0,NULL,NULL,NULL
996,c,a,2870,7,2015,1,13,2010,"Jan,Apr,Jul,Oct"
997,d,c,5840,7,2010,1,37,2009,"Jan,Apr,Jul,Oct"
998,a,a,780,9,2005,1,5,2013,"Feb,May,Aug,Nov"
999,d,c,15140,2,2002,1,37,2009,"Jan,Apr,Jul,Oct"
1000,a,c,2230,5,2009,1,40,2014,"Jan,Apr,Jul,Oct"
1001,c,a,19640,NULL,NULL,1,14,2011,"Jan,Apr,Jul,Oct"
1002,d,c,1130,11,2008,0,NULL,NULL,NULL
1003,a,a,170,7,2013,1,27,2013,"Jan,Apr,Jul,Oct"
1004,d,c,970,NULL,NULL,1,9,2011,"Mar,Jun,Sept,Dec"
1005,a,a,6480,NULL,NULL,0,NULL,NULL,NULL
1006,c,c,3890,11,2006,1,5,2013,"Feb,May,Aug,Nov"
1007,c,c,4180,9,2012,0,NULL,NULL,NULL
1008,a,c,30,9,2010,0,NULL,NULL,NULL
1009,a,a,230,7,2004,1,10,2014,"Jan,Apr,Jul,Oct"
1010,d,c,4610,6,2010,1,18,2010,"Feb,May,Aug,Nov"
1011,a,c,490,9,2012,1,18,2011,"Feb,May,Aug,Nov"
1012,d,c,6330,6,2004,1,39,2010,"Jan,Apr,Jul,Oct"
1013,a,a,630,2,2015,1,31,2013,"Feb,May,Aug,Nov"
1014,a,c,210,NULL,NULL,1,31,2013,"Jan,Apr,Jul,Oct"
1015,d,c,9910,12,2010,1,9,2011,"Mar,Jun,Sept,Dec"
1016,c,c,550,NULL,NULL,1,35,2010,"Mar,Jun,Sept,Dec"
1017,c,a,110,11,2008,0,NULL,NULL,NULL
1018,c,c,140,9,2012,0,NULL,NULL,NULL
1019,d,c,2740,7,2014,1,13,2010,"Jan,Apr,Jul,Oct"
1020,a,a,40,8,2015,0,NULL,NULL,NULL
1021,a,a,1080,5,2011,0,NULL,NULL,NULL
1022,a,c,1520,NULL,NULL,0,NULL,NULL,NULL
1023,c,a,3740,2,2002,1,14,2011,"Jan,Apr,Jul,Oct"
1024,c,c,1990,1,2012,0,NULL,NULL,NULL
1025,a,a,720,11,2009,0,NULL,NULL,NULL
1026,c,a,450,6,2011,1,48,2012,"Mar,Jun,Sept,Dec"
1027,a,c,190,6,2008,1,40,2011,"Jan,Apr,Jul,Oct"
1028,a,a,150,NULL,NULL,1,31,2013,"Jan,Apr,Jul,Oct"
1029,a,a,1590,3,2006,0,NULL,NULL,NULL
1030,a,a,36410,4,2008,0,NULL,NULL,NULL
1031,d,a,590,5,2001,0,NULL,NULL,NULL
1032,d,c,270,2,2013,1,40,2012,"Jan,Apr,Jul,Oct"
1033,a,a,7680,3,2006,0,NULL,NULL,NULL
1034,a,a,13750,4,2015,0,NULL,NULL,NULL
1035,a,a,27150,NULL,NULL,0,NULL,NULL,NULL
1036,d,c,9560,NULL,NULL,1,36,2013,"Jan,Apr,Jul,Oct"
1037,a,c,150,NULL,NULL,0,NULL,NULL,NULL
1038,d,a,17290,10,2013,0,NULL,NULL,NULL
1039,a,c,70,6,1990,1,22,2012,"Mar,Jun,Sept,Dec"
1040,a,a,4030,2,2013,1,10,2014,"Jan,Apr,Jul,Oct"
1041,c,a,1600,8,2013,1,40,2014,"Jan,Apr,Jul,Oct"
1042,a,a,3440,NULL,NULL,1,31,2013,"Feb,May,Aug,Nov"
1043,c,a,420,3,2006,0,NULL,NULL,NULL
1044,c,a,240,4,2015,1,13,2010,"Jan,Apr,Jul,Oct"
1045,a,c,26990,12,2013,0,NULL,NULL,NULL
1046,d,c,29070,4,2005,0,NULL,NULL,NULL
1047,a,a,3750,NULL,NULL,1,45,2009,"Feb,May,Aug,Nov"
1048,d,c,1860,9,2012,1,40,2012,"Jan,Apr,Jul,Oct"
1049,a,a,370,7,2012,1,14,2011,"Jan,Apr,Jul,Oct"
1050,d,c,13170,8,2014,1,9,2011,"Mar,Jun,Sept,Dec"
1051,c,a,200,7,1998,1,1,2012,"Jan,Apr,Jul,Oct"
1052,a,c,5080,NULL,NULL,1,31,2013,"Feb,May,Aug,Nov"
1053,a,a,1710,7,2015,0,NULL,NULL,NULL
1054,a,c,13190,NULL,NULL,1,45,2013,"Feb,May,Aug,Nov"
1055,c,a,1980,4,2009,0,NULL,NULL,NULL
1056,d,c,5350,NULL,NULL,1,40,2012,"Jan,Apr,Jul,Oct"
1057,d,c,3230,11,2011,0,NULL,NULL,NULL
1058,a,c,180,NULL,NULL,1,35,2010,"Mar,Jun,Sept,Dec"
1059,c,a,3380,4,2013,0,NULL,NULL,NULL
1060,a,c,3430,NULL,NULL,1,31,2013,"Feb,May,Aug,Nov"
1061,d,c,8110,NULL,NULL,0,NULL,NULL,NULL
1062,d,a,190,9,2012,1,40,2012,"Feb,May,Aug,Nov"
1063,a,c,6250,NULL,NULL,0,NULL,NULL,NULL
1064,a,c,420,NULL,NULL,0,NULL,NULL,NULL
1065,a,a,1290,NULL,NULL,1,35,2011,"Mar,Jun,Sept,Dec"
1066,a,a,3350,NULL,NULL,0,NULL,NULL,NULL
1067,d,c,12020,7,2009,0,NULL,NULL,NULL
1068,d,c,5010,NULL,NULL,1,5,2013,"Jan,Apr,Jul,Oct"
1069,a,c,18050,NULL,NULL,1,14,2011,"Jan,Apr,Jul,Oct"
1070,c,c,400,10,2008,0,NULL,NULL,NULL
1071,a,a,820,3,2012,1,35,2012,"Mar,Jun,Sept,Dec"
1072,a,c,5380,8,2015,1,5,2010,"Feb,May,Aug,Nov"
1073,a,c,1710,NULL,NULL,1,44,2012,"Jan,Apr,Jul,Oct"
1074,c,c,3330,10,2001,1,14,2011,"Jan,Apr,Jul,Oct"
1075,a,c,1410,10,2013,0,NULL,NULL,NULL
1076,a,c,90,NULL,NULL,1,1,2013,"Jan,Apr,Jul,Oct"
1077,a,a,3750,11,2001,1,35,2010,"Mar,Jun,Sept,Dec"
1078,d,c,670,NULL,NULL,1,40,2011,"Jan,Apr,Jul,Oct"
1079,a,a,16680,NULL,NULL,1,37,2009,"Jan,Apr,Jul,Oct"
1080,a,a,2410,NULL,NULL,1,40,2014,"Jan,Apr,Jul,Oct"
1081,b,a,400,3,2006,0,NULL,NULL,NULL
1082,c,a,440,4,2002,0,NULL,NULL,NULL
1083,d,c,11540,NULL,NULL,1,5,2013,"Feb,May,Aug,Nov"
1084,a,a,190,NULL,NULL,1,13,2010,"Jan,Apr,Jul,Oct"
1085,c,a,4030,2,2015,0,NULL,NULL,NULL
1086,a,a,180,11,2013,1,18,2011,"Feb,May,Aug,Nov"
1087,d,c,2210,11,2011,0,NULL,NULL,NULL
1088,a,a,4300,3,2009,1,27,2013,"Jan,Apr,Jul,Oct"
1089,d,a,5220,5,2009,0,NULL,NULL,NULL
1090,a,a,330,NULL,NULL,1,14,2011,"Jan,Apr,Jul,Oct"
1091,a,c,9990,NULL,NULL,0,NULL,NULL,NULL
1092,a,a,300,7,2000,1,40,2014,"Jan,Apr,Jul,Oct"
1093,c,c,10450,6,2009,0,NULL,NULL,NULL
1094,d,a,2380,3,2013,1,40,2014,"Jan,Apr,Jul,Oct"
1095,a,a,690,6,2007,1,14,2011,"Jan,Apr,Jul,Oct"
1096,a,c,1130,NULL,NULL,1,10,2014,"Mar,Jun,Sept,Dec"
1097,b,b,720,3,2002,0,NULL,NULL,NULL
1098,a,a,1830,11,2004,0,NULL,NULL,NULL
1099,a,c,200,4,2013,1,14,2013,"Jan,Apr,Jul,Oct"
1100,a,a,540,NULL,NULL,1,14,2011,"Jan,Apr,Jul,Oct"
1101,d,c,4060,9,2012,0,NULL,NULL,NULL
1102,a,a,850,11,2012,1,40,2014,"Jan,Apr,Jul,Oct"
1103,d,c,1340,10,2006,1,5,2013,"Feb,May,Aug,Nov"
1104,d,a,260,2,2012,1,14,2011,"Jan,Apr,Jul,Oct"
1105,c,c,330,11,2008,1,5,2013,"Feb,May,Aug,Nov"
1106,a,c,5330,9,2011,1,31,2013,"Jan,Apr,Jul,Oct"
1107,a,a,1400,6,2012,1,13,2010,"Jan,Apr,Jul,Oct"
1108,a,a,540,4,2004,0,NULL,NULL,NULL
1109,c,a,3490,4,2011,1,22,2012,"Jan,Apr,Jul,Oct"
1110,c,c,900,9,2010,0,NULL,NULL,NULL
1111,a,a,1900,6,2014,1,31,2013,"Jan,Apr,Jul,Oct"
1112,c,c,1880,4,2006,0,NULL,NULL,NULL
1113,a,c,9260,NULL,NULL,0,NULL,NULL,NULL
1114,a,c,870,NULL,NULL,0,NULL,NULL,NULL
1115,d,c,5350,NULL,NULL,1,22,2012,"Mar,Jun,Sept,Dec"
